,country,province,region_1,name,location,latitude,longitude
1410,France,Languedoc-Roussillon,Vin de Pays des Coteaux de Bessilles,"Vin de Pays des Coteaux de Bessilles, Languedoc-Roussillon, France","Languedoc-Roussillon, D 111, Montarnaud, Lodève, Hérault, Occitanie, France métropolitaine, 34570, France",43.65420305,3.67466994020661
1411,France,Languedoc-Roussillon,Saint-Chinian-Roquebrun,"Languedoc-Roussillon, Saint-Chinian-Roquebrun, France","Languedoc-Roussillon, D 111, Montarnaud, Lodève, Hérault, Occitanie, France métropolitaine, 34570, France",43.65420305,3.67466994020661
1412,France,Languedoc-Roussillon,Vin de Pays de L'Herault,"Vin de Pays de L'Herault, Languedoc-Roussillon, France","Languedoc-Roussillon, D 111, Montarnaud, Lodève, Hérault, Occitanie, France métropolitaine, 34570, France",43.65420305,3.67466994020661
1413,France,Languedoc-Roussillon,Vin de Pays de Montferrand,"Vin de Pays de Montferrand, Languedoc-Roussillon, France","Languedoc-Roussillon, D 111, Montarnaud, Lodève, Hérault, Occitanie, France métropolitaine, 34570, France",43.65420305,3.67466994020661
1414,Argentina,Other,Alto Valle del Río Negro,"Alto Valle del Río Negro, Other, Argentina","Other Look, Belgrano, Quilmes, Partido de Quilmes, Bs. As., 1877, Argentina",-34.7165244,-58.275414000000005
1415,Spain,Catalonia,Costers del Segre,"Catalonia, Spain, Costers del Segre","CAT, España",41.852309399999996,1.5745042999999999
1416,France,Alsace,Crémant d'Alsace,"Crémant d'Alsace, Alsace, France","Alsace, D 201, Kintzheim, Sélestat-Erstein, Bas-Rhin, Grand Est, France métropolitaine, 67600, France",48.24917645,7.4074699518555
1417,US,Massachusetts,Southeastern New England,"US, Massachusetts, Southeastern New England","Massachusetts, USA",42.3788774,-72.03236600000001
1418,Canada,Ontario,Lake Erie North Shore,"Ontario, Lake Erie North Shore, Canada","Ontario, Canada",50.000678,-86.000977
1419,Canada,Ontario,St. David's Bench,"Ontario, Canada, St. David's Bench","Ontario, Canada",50.000678,-86.000977
1420,Canada,Ontario,Short Hills Bench,"Ontario, Short Hills Bench, Canada","Ontario, Canada",50.000678,-86.000977
1421,Australia,South Australia,Southern Flinders Ranges,"Australia, South Australia, Southern Flinders Ranges","South Australia, Australia",-30.534366499999997,135.6301212
1422,Australia,South Australia,McLaren Vale-Adelaide Hills,"McLaren Vale-Adelaide Hills, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1423,Australia,South Australia,Southern Fleurieu,"Southern Fleurieu, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1424,Australia,South Australia,McLaren Vale-Langhorne Creek,"McLaren Vale-Langhorne Creek, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1425,Australia,South Australia,Barossa-Langhorne Creek,"Barossa-Langhorne Creek, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1426,Australia,South Australia,Currency Creek-McLaren Vale,"Currency Creek-McLaren Vale, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1427,Australia,South Australia,Clare Valley-Coonawarra,"Clare Valley-Coonawarra, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1428,Australia,South Australia,McLaren Vale-Padthaway,"McLaren Vale-Padthaway, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1429,Australia,South Australia,Clare Valley-Eden Valley,"Clare Valley-Eden Valley, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1430,Australia,South Australia,Langhorne Creek-Limestone Coast,"Langhorne Creek-Limestone Coast, Australia, South Australia","South Australia, Australia",-30.534366499999997,135.6301212
1431,Spain,Andalucia,Vino de la Tierra Contraviesa Alpujarra,"Vino de la Tierra Contraviesa Alpujarra, Spain, Andalucia","Andalucía, España",37.3399964,-4.5811614
1432,Spain,Andalucia,Vino de la Tierra de Cádiz,"Spain, Andalucia, Vino de la Tierra de Cádiz","Andalucía, España",37.3399964,-4.5811614
1433,Spain,Andalucia,Vino de la Tierra Altiplano de Sierra Nevada,"Vino de la Tierra Altiplano de Sierra Nevada, Spain, Andalucia","Andalucía, España",37.3399964,-4.5811614
1434,Australia,Victoria,Nagambie Lakes,"Victoria, Nagambie Lakes, Australia","Victoria, Australia",-36.5986096,144.6780052
1435,Australia,Victoria,Strathbogie Ranges,"Victoria, Australia, Strathbogie Ranges","Victoria, Australia",-36.5986096,144.6780052
1436,Australia,Victoria,Alpine Valleys,"Victoria, Alpine Valleys, Australia","Victoria Hill Road, Adelong, Snowy Valleys, NSW, 2729, Australia",-35.3073677,148.0662619
1437,France,Beaujolais,Beaujolais-Leynes,"Beaujolais-Leynes, Beaujolais, France","Beaujolais, Rue du Macônnais, Hauts de Chambéry, Chambéry, Savoie, Auvergne-Rhône-Alpes, France métropolitaine, 73000, France",45.5906506,5.917992400000001
1438,Spain,Levante,Vino de la Tierra de Castelló,"Vino de la Tierra de Castelló, Spain, Levante","Levante, Villena, l'Alt Vinalopó / El Alto Vinalopó, Alacant / Alicante, Comunitat Valenciana, España",38.6453115,-0.9266378000000001
1439,Australia,Western Australia,Mount Barker & Margaret River,"Western Australia, Australia, Mount Barker & Margaret River","Western Australia, Australia",-25.230300500000002,121.0187246
1440,Italy,Sicily & Sardinia,Terre Siciliane,"Terre Siciliane, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1441,Italy,Sicily & Sardinia,Monica di Sardegna,"Monica di Sardegna, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1442,Italy,Sicily & Sardinia,Cannonau di Sardegna,"Cannonau di Sardegna, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1443,Italy,Sicily & Sardinia,Delia Nivolelli,"Delia Nivolelli, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1444,Italy,Sicily & Sardinia,Vermentino di Sardegna,"Vermentino di Sardegna, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1445,Italy,Sicily & Sardinia,Cerasuolo di Vittoria Classico,"Cerasuolo di Vittoria Classico, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1446,Italy,Sicily & Sardinia,Carignano del Sulcis,"Italy, Sicily & Sardinia, Carignano del Sulcis",Italia,42.6384261,12.674297
1447,Italy,Sicily & Sardinia,Vermentino di Gallura,"Italy, Sicily & Sardinia, Vermentino di Gallura",Italia,42.6384261,12.674297
1448,Italy,Sicily & Sardinia,Passito di Pantelleria,"Italy, Sicily & Sardinia, Passito di Pantelleria",Italia,42.6384261,12.674297
1449,Italy,Sicily & Sardinia,Malvasia delle Lipari,"Malvasia delle Lipari, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1450,Italy,Sicily & Sardinia,Contea di Sclafani,"Contea di Sclafani, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1451,Italy,Sicily & Sardinia,Nuragus di Cagliari,"Nuragus di Cagliari, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1452,Italy,Sicily & Sardinia,Passito di Noto,"Passito di Noto, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1453,Italy,Sicily & Sardinia,Moscato di Noto,"Moscato di Noto, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1454,Italy,Sicily & Sardinia,Valli di Porto Pino,"Valli di Porto Pino, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1455,Italy,Sicily & Sardinia,Nasco di Cagliari,"Nasco di Cagliari, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1456,Italy,Sicily & Sardinia,Colli del Limbara,"Colli del Limbara, Italy, Sicily & Sardinia",Italia,42.6384261,12.674297
1457,Italy,Southern Italy,Aglianico del Vulture,"Aglianico del Vulture, Italy, Southern Italy",Italia,42.6384261,12.674297
1458,Italy,Southern Italy,Primitivo di Manduria,"Primitivo di Manduria, Italy, Southern Italy",Italia,42.6384261,12.674297
1459,Italy,Southern Italy,Greco di Tufo,"Greco di Tufo, Italy, Southern Italy",Italia,42.6384261,12.674297
1460,Italy,Southern Italy,Falerno del Massico,"Falerno del Massico, Italy, Southern Italy",Italia,42.6384261,12.674297
1461,Italy,Southern Italy,Fiano di Avellino,"Italy, Fiano di Avellino, Southern Italy",Italia,42.6384261,12.674297
1462,Italy,Southern Italy,Terra degli Osci,"Terra degli Osci, Italy, Southern Italy",Italia,42.6384261,12.674297
1463,Italy,Southern Italy,Aglianico del Taburno,"Italy, Aglianico del Taburno, Southern Italy",Italia,42.6384261,12.674297
1464,Italy,Southern Italy,Lacryma Christi del Vesuvio,"Lacryma Christi del Vesuvio, Italy, Southern Italy",Italia,42.6384261,12.674297
1465,Italy,Southern Italy,Falanghina del Sannio,"Italy, Falanghina del Sannio, Southern Italy",Italia,42.6384261,12.674297
1466,Italy,Southern Italy,Colli di Salerno,"Colli di Salerno, Italy, Southern Italy",Italia,42.6384261,12.674297
1467,Italy,Southern Italy,Biferno Rosso,"Biferno Rosso, Italy, Southern Italy",Italia,42.6384261,12.674297
1468,Italy,Southern Italy,Primitivo del Salento,"Primitivo del Salento, Italy, Southern Italy",Italia,42.6384261,12.674297
1469,Italy,Southern Italy,Falanghina del Beneventano,"Falanghina del Beneventano, Italy, Southern Italy",Italia,42.6384261,12.674297
1470,Italy,Southern Italy,Aglianico del Beneventano,"Italy, Aglianico del Beneventano, Southern Italy",Italia,42.6384261,12.674297
1471,Italy,Southern Italy,Rosso di Cerignola,"Rosso di Cerignola, Italy, Southern Italy",Italia,42.6384261,12.674297
1472,Italy,Southern Italy,Sant' Agata dei Goti,"Sant' Agata dei Goti, Italy, Southern Italy",Italia,42.6384261,12.674297
1473,Italy,Southern Italy,Falanghina del Molise,"Italy, Falanghina del Molise, Southern Italy",Italia,42.6384261,12.674297
1474,Italy,Southern Italy,Cirò Classico,"Cirò Classico, Italy, Southern Italy",Italia,42.6384261,12.674297
1475,Italy,Southern Italy,Aglianico d'Irpinia,"Aglianico d'Irpinia, Italy, Southern Italy",Italia,42.6384261,12.674297
1476,Italy,Southern Italy,Cacc’e Mmitte di Lucera,"Cacc’e Mmitte di Lucera, Italy, Southern Italy",Italia,42.6384261,12.674297
1477,Italy,Southern Italy,Catalanesca del Monte Somma,"Catalanesca del Monte Somma, Italy, Southern Italy",Italia,42.6384261,12.674297
1478,Italy,Southern Italy,Coda di Volpe d'Irpinia,"Coda di Volpe d'Irpinia, Italy, Southern Italy",Italia,42.6384261,12.674297
1479,Italy,Northeastern Italy,Colli Orientali del Friuli,"Colli Orientali del Friuli, Italy, Northeastern Italy",Italia,42.6384261,12.674297
1480,Italy,Northeastern Italy,Vigneti delle Dolomiti,"Italy, Vigneti delle Dolomiti, Northeastern Italy",Italia,42.6384261,12.674297
1481,Italy,Northeastern Italy,Garda Classico,"Garda Classico, Italy, Northeastern Italy",Italia,42.6384261,12.674297
1482,Italy,Northeastern Italy,Teroldego Rotaliano,"Teroldego Rotaliano, Italy, Northeastern Italy",Italia,42.6384261,12.674297
1483,Italy,Northeastern Italy,Colli Trevigiani,"Colli Trevigiani, Italy, Northeastern Italy",Italia,42.6384261,12.674297
1484,Italy,Northeastern Italy,Grave del Friuli,"Grave del Friuli, Italy, Northeastern Italy",Italia,42.6384261,12.674297
1485,Italy,Italy Other,Vino Spumante,"Italy Other, Vino Spumante, Italy",Italia,42.6384261,12.674297
1486,Italy,Northwestern Italy,Riviera Ligure di Ponente,"Northwestern Italy, Riviera Ligure di Ponente, Italy",Italia,42.6384261,12.674297
1487,Italy,Northwestern Italy,Colli di Luni,"Northwestern Italy, Italy, Colli di Luni",Italia,42.6384261,12.674297
1488,Spain,Northern Spain,Vino de la Tierra de Castilla y León,"Northern Spain, Spain, Vino de la Tierra de Castilla y León",España,39.3262345,-4.838064900000001
1489,Spain,Northern Spain,Getariako Txakolina,"Northern Spain, Getariako Txakolina, Spain",España,39.3262345,-4.838064900000001
1490,Spain,Northern Spain,Tierra del Viños de Zamora,"Northern Spain, Spain, Tierra del Viños de Zamora",España,39.3262345,-4.838064900000001
1491,Spain,Northern Spain,Pago de Arínzano,"Pago de Arínzano, Northern Spain, Spain",España,39.3262345,-4.838064900000001
1492,Spain,Northern Spain,Emporadà-Costa Brava,"Northern Spain, Spain, Emporadà-Costa Brava",España,39.3262345,-4.838064900000001
1493,Spain,Northern Spain,Vino de la Tierra del Bajo Aragón,"Northern Spain, Vino de la Tierra del Bajo Aragón, Spain",España,39.3262345,-4.838064900000001
1494,Spain,Northern Spain,Vino de la Tierra de Zamora,"Northern Spain, Spain, Vino de la Tierra de Zamora",España,39.3262345,-4.838064900000001
1495,Spain,Northern Spain,Vino de la Tierra Ribera del Gállego-Cinco Villas,"Northern Spain, Spain, Vino de la Tierra Ribera del Gállego-Cinco Villas",España,39.3262345,-4.838064900000001
1496,Spain,Northern Spain,Vino de Calidad de Tierras de León,"Vino de Calidad de Tierras de León, Northern Spain, Spain",España,39.3262345,-4.838064900000001
1497,Spain,Northern Spain,Vino de Calidad de Valtiendas,"Northern Spain, Vino de Calidad de Valtiendas, Spain",España,39.3262345,-4.838064900000001
1498,Spain,Spanish Islands,Vi de la Terra Illes Balears,"Spain, Spanish Islands, Vi de la Terra Illes Balears",España,39.3262345,-4.838064900000001
1499,Spain,Spanish Islands,Vi de la Terra Mallorca,"Vi de la Terra Mallorca, Spain, Spanish Islands",España,39.3262345,-4.838064900000001
1500,South Africa,Simonsberg-Stellenbosch,,"South Africa, Simonsberg-Stellenbosch",South Africa,-28.816623600000003,24.991639000000003
1501,Israel,Judean Hills,,"Israel, Judean Hills",ישראל,30.8760272,35.0015196
1502,South Africa,Coastal Region,,"South Africa, Coastal Region",South Africa,-28.816623600000003,24.991639000000003
1503,Portugal,Beira Atlantico,,"Portugal, Beira Atlantico",Portugal,40.033265,-7.889626299999999
1504,Austria,Wiener Gemischter Satz,,"Austria, Wiener Gemischter Satz",Österreich,47.2000338,13.199959
1505,Portugal,Ribatejano,,"Portugal, Ribatejano",Portugal,40.033265,-7.889626299999999
1506,Portugal,Duriense,,"Portugal, Duriense",Portugal,40.033265,-7.889626299999999
1507,Austria,Österreichischer Sekt,,"Austria, Österreichischer Sekt",Österreich,47.2000338,13.199959
1508,Greece,Pangeon,,"Greece, Pangeon",Ελλάδα,38.995368299999996,21.987713199999998
1509,Portugal,Portuguese Table Wine,,"Portugal, Portuguese Table Wine",Portugal,40.033265,-7.889626299999999
1510,Austria,Weinland Österreich,,"Austria, Weinland Österreich",Österreich,47.2000338,13.199959
1511,Germany,Mosel-Saar-Ruwer,,"Germany, Mosel-Saar-Ruwer",Deutschland,51.0834196,10.4234469
1512,Serbia,Pocerina,,"Serbia, Pocerina",Србија,44.153412100000004,20.55144
1513,Italy,Northeastern Italy,,"Italy, Northeastern Italy",Italia,42.6384261,12.674297
1514,Austria,Wagram-Donauland,,"Austria, Wagram-Donauland",Österreich,47.2000338,13.199959
1515,Greece,Pageon,,"Greece, Pageon",Ελλάδα,38.995368299999996,21.987713199999998
1516,Bulgaria,Danube River Plains,,"Bulgaria, Danube River Plains",Бългaрия,42.6073975,25.4856617
1517,Romania,Viile Timisului,,"Romania, Viile Timisului",România,45.98521289999999,24.6859225
1518,South Africa,Simonsberg-Paarl,,"South Africa, Simonsberg-Paarl",South Africa,-28.816623600000003,24.991639000000003
1519,Bulgaria,Black Sea Coastal,,"Bulgaria, Black Sea Coastal",Бългaрия,42.6073975,25.4856617
1520,Portugal,Moscatel de Setúbal,,"Portugal, Moscatel de Setúbal",Portugal,40.033265,-7.889626299999999
1521,Morocco,Guerrouane,,"Morocco, Guerrouane",Maroc ⵍⵎⵖⵔⵉⴱ المغرب,31.1728205,-7.3362482
1522,Israel,Haut-Judeé,,"Israel, Haut-Judeé",ישראל,30.8760272,35.0015196
1523,South Africa,Breedekloof,,"South Africa, Breedekloof",South Africa,-28.816623600000003,24.991639000000003
1524,Chile,Leyda Valley-Maipo Valley,,"Chile, Leyda Valley-Maipo Valley",Chile,-31.7613365,-71.3187697
1525,Portugal,Vinho Espumante de Qualidade,,"Portugal, Vinho Espumante de Qualidade",Portugal,40.033265,-7.889626299999999
1526,Cyprus,Pitsilia Mountains,,"Cyprus, Pitsilia Mountains",Κύπρος,34.982301799999995,33.1451285
1527,New Zealand,East Coast,,"New Zealand, East Coast",New Zealand / Aotearoa,-41.5000831,172.83440769999999
1528,Brazil,Serra do Sudeste,,"Brazil, Serra do Sudeste",Brasil,-10.333333300000001,-53.2
1529,Croatia,Dalmatian Coast,,"Croatia, Dalmatian Coast",Hrvatska,45.5643442,17.0118954
1530,South Africa,Eilandia,,"South Africa, Eilandia",South Africa,-28.816623600000003,24.991639000000003
1531,Romania,Dealurile Munteniei,,"Romania, Dealurile Munteniei",România,45.98521289999999,24.6859225
1532,Chile,Curicó and Maipo Valleys,,"Chile, Curicó and Maipo Valleys",Chile,-31.7613365,-71.3187697
1533,Croatia,Middle and South Dalmatia,,"Croatia, Middle and South Dalmatia",Hrvatska,45.5643442,17.0118954
1534,Greece,Ismarikos,,"Greece, Ismarikos",Ελλάδα,38.995368299999996,21.987713199999998
1535,Chile,Curicó and Leyda Valleys,,"Chile, Curicó and Leyda Valleys",Chile,-31.7613365,-71.3187697
1536,Greece,Agioritikos,,"Greece, Agioritikos",Ελλάδα,38.995368299999996,21.987713199999998
1537,Chile,Casablanca-Curicó Valley,,"Chile, Casablanca-Curicó Valley",Chile,-31.7613365,-71.3187697
1538,Greece,Beotia,,"Greece, Beotia",Ελλάδα,38.995368299999996,21.987713199999998
1539,Greece,Amindeo,,"Greece, Amindeo",Ελλάδα,38.995368299999996,21.987713199999998
1540,Portugal,Terras do Sado,,"Portugal, Terras do Sado",Portugal,40.033265,-7.889626299999999
1541,South Africa,Cape South Coast,,"South Africa, Cape South Coast",South Africa,-28.816623600000003,24.991639000000003
1542,Portugal,Vinho da Mesa,,"Portugal, Vinho da Mesa",Portugal,40.033265,-7.889626299999999
1543,South Africa,Vlootenburg,,"South Africa, Vlootenburg",South Africa,-28.816623600000003,24.991639000000003
1544,South Africa,Polkadraai Hills,,"South Africa, Polkadraai Hills",South Africa,-28.816623600000003,24.991639000000003
1545,Greece,Amyndeon,,"Greece, Amyndeon",Ελλάδα,38.995368299999996,21.987713199999998
